"Identificador de URL";"Nombre";"Categorías";"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";"Precio";"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";"Stock";"SKU";"Código de barras";"Mostrar en tienda";"Envío sin cargo";"Descripción";"Tags";"Título para SEO";"Descripción para SEO";"Marca";"Producto Físico";"MPN (Número de pieza del fabricante)";"Sexo";"Rango de edad";"Costo"
"osight-osight-k-mira-de-punto-punto-rojo-6-moa";"Osight OSIGHT K MIRA DE PUNTO PUNTO ROJO 6 MOA BATERIA REMOVIBLE CR1620 - MIRA REFLEX ABIERTA HUELLA RMSc PUNTO ROJO ...";"Miras y Red Dots";"";"";"";"";"";"";"416542.5";"";"1";"15";"10";"30";"5";"TN OLIGHT 224";"";"SI";"NO";"OSIGHT K MIRA DE PUNTO PUNTO ROJO 6 MOA BATERIA REMOVIBLE CR1620 - MIRA REFLEX ABIERTA HUELLA RMSc PUNTO ROJO 6 MOA 12 I";"osight";"Osight OSIGHT K MIRA DE PUNTO PUNTO ROJO 6 MOA BATERIA REMOVIBLE CR1620 - MIRA REFLEX ABIERTA HUELLA RMSc PUNTO ROJO ... | JGO Armeria";"OSIGHT K MIRA DE PUNTO PUNTO ROJO 6 MOA BATERIA REMOVIBLE CR1620 - MIRA REFLEX ABIERTA HUELLA RMSc PUNTO ROJO 6 MOA 12 I";"Osight";"SI";"TN OLIGHT 224";"";"";""
"osight-osight-s-mira-de-punto-multi-reticulo-ro";"Osight OSIGHT S MIRA DE PUNTO MULTI RETICULO ROJO RECARGABLE - MIRA REFLEX ENCAPSULADA HUELLA RMSc MULTIRETICULO DE 2...";"Miras y Red Dots";"";"";"";"";"";"";"612562.5";"";"1";"15";"10";"30";"5";"TN OLIGHT 181";"";"SI";"NO";"OSIGHT S MIRA DE PUNTO MULTI RETICULO ROJO RECARGABLE - MIRA REFLEX ENCAPSULADA HUELLA RMSc MULTIRETICULO DE 2 & 32MOA 1";"osight";"Osight OSIGHT S MIRA DE PUNTO MULTI RETICULO ROJO RECARGABLE - MIRA REFLEX ENCAPSULADA HUELLA RMSc MULTIRETICULO DE 2... | JGO Armeria";"OSIGHT S MIRA DE PUNTO MULTI RETICULO ROJO RECARGABLE - MIRA REFLEX ENCAPSULADA HUELLA RMSc MULTIRETICULO DE 2 & 32MOA 1";"Osight";"SI";"TN OLIGHT 181";"";"";""
"osight-osight-se-gn-mira-de-punto-punto-verde-6";"Osight OSIGHT SE GN MIRA DE PUNTO PUNTO VERDE 6 MOA BATERIA REMOVIBLE CR1620 - MIRA REFLEX ENCAPSULADA HUELLA RMSc PU...";"Miras y Red Dots";"";"";"";"";"";"";"551306.25";"";"1";"15";"10";"30";"5";"TN OLIGHT 230";"";"SI";"NO";"OSIGHT SE GN MIRA DE PUNTO PUNTO VERDE 6 MOA BATERIA REMOVIBLE CR1620 - MIRA REFLEX ENCAPSULADA HUELLA RMSc PUNTO VERDE ";"osight";"Osight OSIGHT SE GN MIRA DE PUNTO PUNTO VERDE 6 MOA BATERIA REMOVIBLE CR1620 - MIRA REFLEX ENCAPSULADA HUELLA RMSc PU... | JGO Armeria";"OSIGHT SE GN MIRA DE PUNTO PUNTO VERDE 6 MOA BATERIA REMOVIBLE CR1620 - MIRA REFLEX ENCAPSULADA HUELLA RMSc PUNTO VERDE ";"Osight";"SI";"TN OLIGHT 230";"";"";""
"osight-osight-se-mira-de-punto-multi-reticulo-r";"Osight OSIGHT SE MIRA DE PUNTO MULTI RETICULO ROJO BATERIA REMOVIBLE CR1620 - MIRA REFLEX ENCAPSULADA HUELLA RMSc MUL...";"Miras y Red Dots";"";"";"";"";"";"";"551306.25";"";"1";"15";"10";"30";"5";"TN OLIGHT 203";"";"SI";"NO";"OSIGHT SE MIRA DE PUNTO MULTI RETICULO ROJO BATERIA REMOVIBLE CR1620 - MIRA REFLEX ENCAPSULADA HUELLA RMSc MULTIRETICULO";"osight";"Osight OSIGHT SE MIRA DE PUNTO MULTI RETICULO ROJO BATERIA REMOVIBLE CR1620 - MIRA REFLEX ENCAPSULADA HUELLA RMSc MUL... | JGO Armeria";"OSIGHT SE MIRA DE PUNTO MULTI RETICULO ROJO BATERIA REMOVIBLE CR1620 - MIRA REFLEX ENCAPSULADA HUELLA RMSc MULTIRETICULO";"Osight";"SI";"TN OLIGHT 203";"";"";""
"osight-osight-x-gn-mira-de-punto-multi-reticulo";"Osight OSIGHT X GN MIRA DE PUNTO MULTI RETICULO VERDE RECARGABLE - MIRA REFLEX ABIERTA HUELLA RMR MULTIRETICULO DE 3 ...";"Miras y Red Dots";"";"";"";"";"";"";"612562.5";"";"1";"15";"10";"30";"5";"TN OLIGHT 231";"";"SI";"NO";"OSIGHT X GN MIRA DE PUNTO MULTI RETICULO VERDE RECARGABLE - MIRA REFLEX ABIERTA HUELLA RMR MULTIRETICULO DE 3 & 32MOA 12";"osight";"Osight OSIGHT X GN MIRA DE PUNTO MULTI RETICULO VERDE RECARGABLE - MIRA REFLEX ABIERTA HUELLA RMR MULTIRETICULO DE 3 ... | JGO Armeria";"OSIGHT X GN MIRA DE PUNTO MULTI RETICULO VERDE RECARGABLE - MIRA REFLEX ABIERTA HUELLA RMR MULTIRETICULO DE 3 & 32MOA 12";"Osight";"SI";"TN OLIGHT 231";"";"";""
"osight-osight-x-mira-de-punto-multi-reticulo-ro";"Osight OSIGHT X MIRA DE PUNTO MULTI RETICULO ROJO RECARGABLE - MIRA REFLEX ABIERTA HUELLA RMR MULTIRETICULO DE 3 & 32...";"Miras y Red Dots";"";"";"";"";"";"";"605211.75";"";"1";"15";"10";"30";"5";"TN OLIGHT 182";"";"SI";"NO";"OSIGHT X MIRA DE PUNTO MULTI RETICULO ROJO RECARGABLE - MIRA REFLEX ABIERTA HUELLA RMR MULTIRETICULO DE 3 & 32MOA 12 INT";"osight";"Osight OSIGHT X MIRA DE PUNTO MULTI RETICULO ROJO RECARGABLE - MIRA REFLEX ABIERTA HUELLA RMR MULTIRETICULO DE 3 & 32... | JGO Armeria";"OSIGHT X MIRA DE PUNTO MULTI RETICULO ROJO RECARGABLE - MIRA REFLEX ABIERTA HUELLA RMR MULTIRETICULO DE 3 & 32MOA 12 INT";"Osight";"SI";"TN OLIGHT 182";"";"";""
"osight-osight-xr-mira-de-punto-multi-reticulo-r";"Osight OSIGHT XR MIRA DE PUNTO MULTI RETICULO ROJO RECARGABLE - MIRA REFLEX ENCAPSULADA HUELLA RMR MULTIRETICULO DE 2...";"Miras y Red Dots";"";"";"";"";"";"";"735075";"";"1";"15";"10";"30";"5";"TN OLIGHT 246";"";"SI";"NO";"OSIGHT XR MIRA DE PUNTO MULTI RETICULO ROJO RECARGABLE - MIRA REFLEX ENCAPSULADA HUELLA RMR MULTIRETICULO DE 2, 6 & 32MO";"osight";"Osight OSIGHT XR MIRA DE PUNTO MULTI RETICULO ROJO RECARGABLE - MIRA REFLEX ENCAPSULADA HUELLA RMR MULTIRETICULO DE 2... | JGO Armeria";"OSIGHT XR MIRA DE PUNTO MULTI RETICULO ROJO RECARGABLE - MIRA REFLEX ENCAPSULADA HUELLA RMR MULTIRETICULO DE 2, 6 & 32MO";"Osight";"SI";"TN OLIGHT 246";"";"";""
"osight-rma-osp-091-montaje-picatinny-para-osigh";"Osight RMA-OSP 091 MONTAJE PICATINNY PARA OSIGHT - HUELLA RMR MONTAJE ADATADOR PICATINNY PARA MIRA OSIGHT";"Miras y Red Dots";"";"";"";"";"";"";"49005";"";"1";"15";"10";"30";"5";"TN OLIGHT 163";"";"SI";"NO";"RMA-OSP 091 MONTAJE PICATINNY PARA OSIGHT - HUELLA RMR MONTAJE ADATADOR PICATINNY PARA MIRA OSIGHT";"osight";"Osight RMA-OSP 091 MONTAJE PICATINNY PARA OSIGHT - HUELLA RMR MONTAJE ADATADOR PICATINNY PARA MIRA OSIGHT | JGO Armeria";"RMA-OSP 091 MONTAJE PICATINNY PARA OSIGHT - HUELLA RMR MONTAJE ADATADOR PICATINNY PARA MIRA OSIGHT";"Osight";"SI";"TN OLIGHT 163";"";"";""
"osight-rma-osp-157-elevador-montaje-picatinny-p";"Osight RMA-OSP 157 ELEVADOR MONTAJE PICATINNY PARA OSIGHT - HUELLA RMR ELEVADOR MONTAJE PICATINNY PARA MIRA OSIGHT";"Miras y Red Dots";"";"";"";"";"";"";"85758.75";"";"1";"15";"10";"30";"5";"TN OLIGHT 180";"";"SI";"NO";"RMA-OSP 157 ELEVADOR MONTAJE PICATINNY PARA OSIGHT - HUELLA RMR ELEVADOR MONTAJE PICATINNY PARA MIRA OSIGHT";"osight";"Osight RMA-OSP 157 ELEVADOR MONTAJE PICATINNY PARA OSIGHT - HUELLA RMR ELEVADOR MONTAJE PICATINNY PARA MIRA OSIGHT | JGO Armeria";"RMA-OSP 157 ELEVADOR MONTAJE PICATINNY PARA OSIGHT - HUELLA RMR ELEVADOR MONTAJE PICATINNY PARA MIRA OSIGHT";"Osight";"SI";"TN OLIGHT 180";"";"";""
"osight-ss01-jaula-anti-golpes-de-acero-para-m";"Osight SS01 - JAULA ANTI GOLPES DE ACERO PARA MIRA B-TACTICAL HUELLA RMR";"Miras y Red Dots";"";"";"";"";"";"";"30492.0";"";"1";"15";"10";"30";"5";"BO-SS01";"";"SI";"NO";"SS01 - JAULA ANTI GOLPES DE ACERO PARA MIRA B-TACTICAL HUELLA RMR";"osight";"Osight SS01 - JAULA ANTI GOLPES DE ACERO PARA MIRA B-TACTICAL HUELLA RMR | JGO Armeria";"SS01 - JAULA ANTI GOLPES DE ACERO PARA MIRA B-TACTICAL HUELLA RMR";"Osight";"SI";"BO-SS01";"";"";""
"snap-caps-snap-cap-380acp-blister-x-5";"Snap Caps SNAP CAP .380ACP BLISTER X 5";"Municiones y Snap Caps";"";"";"";"";"";"";"44472.04";"";"1";"15";"10";"30";"5";"TN OMBLI380ACP";"";"SI";"NO";"SNAP CAP .380ACP BLISTER X 5";"snap-caps";"Snap Caps SNAP CAP .380ACP BLISTER X 5 | JGO Armeria";"SNAP CAP .380ACP BLISTER X 5";"Snap Caps";"SI";"TN OMBLI380ACP";"";"";""
"snap-caps-snap-cap-380acp-3-kit-de-limpieza-bl";"Snap Caps SNAP CAP .380ACP(3) + KIT DE LIMPIEZA BLISTER";"Municiones y Snap Caps";"";"";"";"";"";"";"52557.86";"";"1";"15";"10";"30";"5";"TN OMCLEAN380";"";"SI";"NO";"SNAP CAP .380ACP(3) + KIT DE LIMPIEZA BLISTER";"snap-caps";"Snap Caps SNAP CAP .380ACP(3) + KIT DE LIMPIEZA BLISTER | JGO Armeria";"SNAP CAP .380ACP(3) + KIT DE LIMPIEZA BLISTER";"Snap Caps";"SI";"TN OMCLEAN380";"";"";""
"snap-caps-snap-cap-40sw-blister-x-5";"Snap Caps SNAP CAP .40SW BLISTER X 5";"Municiones y Snap Caps";"";"";"";"";"";"";"44472.04";"";"1";"15";"10";"30";"5";"TN OMBLI40SW";"";"SI";"NO";"SNAP CAP .40SW BLISTER X 5";"snap-caps";"Snap Caps SNAP CAP .40SW BLISTER X 5 | JGO Armeria";"SNAP CAP .40SW BLISTER X 5";"Snap Caps";"SI";"TN OMBLI40SW";"";"";""
"snap-caps-snap-cap-40sw-3-kit-de-limpieza-blis";"Snap Caps SNAP CAP .40SW(3) + KIT DE LIMPIEZA BLISTER";"Municiones y Snap Caps";"";"";"";"";"";"";"52557.86";"";"1";"15";"10";"30";"5";"TN OMCLEAN40SW";"";"SI";"NO";"SNAP CAP .40SW(3) + KIT DE LIMPIEZA BLISTER";"snap-caps";"Snap Caps SNAP CAP .40SW(3) + KIT DE LIMPIEZA BLISTER | JGO Armeria";"SNAP CAP .40SW(3) + KIT DE LIMPIEZA BLISTER";"Snap Caps";"SI";"TN OMCLEAN40SW";"";"";""
"snap-caps-snap-cap-45acp-blister-x-5";"Snap Caps SNAP CAP .45ACP BLISTER X 5";"Municiones y Snap Caps";"";"";"";"";"";"";"44472.04";"";"1";"15";"10";"30";"5";"TN OMBLI45ACP";"";"SI";"NO";"SNAP CAP .45ACP BLISTER X 5";"snap-caps";"Snap Caps SNAP CAP .45ACP BLISTER X 5 | JGO Armeria";"SNAP CAP .45ACP BLISTER X 5";"Snap Caps";"SI";"TN OMBLI45ACP";"";"";""
"snap-caps-snap-cap-45acp-3-kit-de-limpieza-bli";"Snap Caps SNAP CAP .45ACP(3) + KIT DE LIMPIEZA BLISTER";"Municiones y Snap Caps";"";"";"";"";"";"";"52557.86";"";"1";"15";"10";"30";"5";"TN OMCLEAN45ACP";"";"SI";"NO";"SNAP CAP .45ACP(3) + KIT DE LIMPIEZA BLISTER";"snap-caps";"Snap Caps SNAP CAP .45ACP(3) + KIT DE LIMPIEZA BLISTER | JGO Armeria";"SNAP CAP .45ACP(3) + KIT DE LIMPIEZA BLISTER";"Snap Caps";"SI";"TN OMCLEAN45ACP";"";"";""
"snap-caps-snap-cap-12-blister-x-2";"Snap Caps SNAP CAP 12 BLISTER X 2";"Municiones y Snap Caps";"";"";"";"";"";"";"26952.75";"";"1";"15";"10";"30";"5";"TN OMBLI12GA";"";"SI";"NO";"SNAP CAP 12 BLISTER X 2";"snap-caps";"Snap Caps SNAP CAP 12 BLISTER X 2 | JGO Armeria";"SNAP CAP 12 BLISTER X 2";"Snap Caps";"SI";"TN OMBLI12GA";"";"";""
"snap-caps-snap-cap-12-evo-culote-en-bronce-blister";"Snap Caps SNAP CAP 12 EVO CULOTE EN BRONCE BLISTER X 2";"Municiones y Snap Caps";"";"";"";"";"";"";"44472.04";"";"1";"15";"10";"30";"5";"TN OMBLI12EVO";"";"SI";"NO";"SNAP CAP 12 EVO CULOTE EN BRONCE BLISTER X 2";"snap-caps";"Snap Caps SNAP CAP 12 EVO CULOTE EN BRONCE BLISTER X 2 | JGO Armeria";"SNAP CAP 12 EVO CULOTE EN BRONCE BLISTER X 2";"Snap Caps";"SI";"TN OMBLI12EVO";"";"";""
"snap-caps-snap-cap-16-blister-x-2";"Snap Caps SNAP CAP 16 BLISTER X 2";"Municiones y Snap Caps";"";"";"";"";"";"";"26952.75";"";"1";"15";"10";"30";"5";"TN OMBLI16";"";"SI";"NO";"SNAP CAP 16 BLISTER X 2";"snap-caps";"Snap Caps SNAP CAP 16 BLISTER X 2 | JGO Armeria";"SNAP CAP 16 BLISTER X 2";"Snap Caps";"SI";"TN OMBLI16";"";"";""
"snap-caps-snap-cap-20-blister-x-2";"Snap Caps SNAP CAP 20 BLISTER X 2";"Municiones y Snap Caps";"";"";"";"";"";"";"26952.75";"";"1";"15";"10";"30";"5";"TN OMBLI20GA";"";"SI";"NO";"SNAP CAP 20 BLISTER X 2";"snap-caps";"Snap Caps SNAP CAP 20 BLISTER X 2 | JGO Armeria";"SNAP CAP 20 BLISTER X 2";"Snap Caps";"SI";"TN OMBLI20GA";"";"";""
"snap-caps-snap-cap-20-evo-culote-en-bronce-blister";"Snap Caps SNAP CAP 20 EVO CULOTE EN BRONCE BLISTER X 2";"Municiones y Snap Caps";"";"";"";"";"";"";"44472.04";"";"1";"15";"10";"30";"5";"TN OMBLI20GA EVO";"";"SI";"NO";"SNAP CAP 20 EVO CULOTE EN BRONCE BLISTER X 2";"snap-caps";"Snap Caps SNAP CAP 20 EVO CULOTE EN BRONCE BLISTER X 2 | JGO Armeria";"SNAP CAP 20 EVO CULOTE EN BRONCE BLISTER X 2";"Snap Caps";"SI";"TN OMBLI20GA EVO";"";"";""
"snap-caps-snap-cap-223rem-blister-x-2";"Snap Caps SNAP CAP 223REM BLISTER X 2";"Municiones y Snap Caps";"";"";"";"";"";"";"41654.25";"";"1";"15";"10";"30";"5";"TN OMBLI223";"";"SI";"NO";"SNAP CAP 223REM BLISTER X 2";"snap-caps";"Snap Caps SNAP CAP 223REM BLISTER X 2 | JGO Armeria";"SNAP CAP 223REM BLISTER X 2";"Snap Caps";"SI";"TN OMBLI223";"";"";""
"snap-caps-snap-cap-22lr-5-kit-de-limpieza-blis";"Snap Caps SNAP CAP 22LR (5) + KIT DE LIMPIEZA BLISTER";"Municiones y Snap Caps";"";"";"";"";"";"";"40429.12";"";"1";"15";"10";"30";"5";"TN OMCLEAN22LR";"";"SI";"NO";"SNAP CAP 22LR (5) + KIT DE LIMPIEZA BLISTER";"snap-caps";"Snap Caps SNAP CAP 22LR (5) + KIT DE LIMPIEZA BLISTER | JGO Armeria";"SNAP CAP 22LR (5) + KIT DE LIMPIEZA BLISTER";"Snap Caps";"SI";"TN OMCLEAN22LR";"";"";""
"snap-caps-snap-cap-22lr-blister-x-15";"Snap Caps SNAP CAP 22LR BLISTER X 15";"Municiones y Snap Caps";"";"";"";"";"";"";"35038.58";"";"1";"15";"10";"30";"5";"TN OMBLI22LR";"";"SI";"NO";"SNAP CAP 22LR BLISTER X 15";"snap-caps";"Snap Caps SNAP CAP 22LR BLISTER X 15 | JGO Armeria";"SNAP CAP 22LR BLISTER X 15";"Snap Caps";"SI";"TN OMBLI22LR";"";"";""
"snap-caps-snap-cap-308win-blister-x-2";"Snap Caps SNAP CAP 308WIN BLISTER X 2";"Municiones y Snap Caps";"";"";"";"";"";"";"41654.25";"";"1";"15";"10";"30";"5";"TN OMBLI308";"";"SI";"NO";"SNAP CAP 308WIN BLISTER X 2";"snap-caps";"Snap Caps SNAP CAP 308WIN BLISTER X 2 | JGO Armeria";"SNAP CAP 308WIN BLISTER X 2";"Snap Caps";"SI";"TN OMBLI308";"";"";""
"snap-caps-snap-cap-38sp-357-blister-x-6";"Snap Caps SNAP CAP 38SP / 357 BLISTER X 6";"Municiones y Snap Caps";"";"";"";"";"";"";"48596.62";"";"1";"15";"10";"30";"5";"TN OMBLI38-357";"";"SI";"NO";"SNAP CAP 38SP / 357 BLISTER X 6";"snap-caps";"Snap Caps SNAP CAP 38SP / 357 BLISTER X 6 | JGO Armeria";"SNAP CAP 38SP / 357 BLISTER X 6";"Snap Caps";"SI";"TN OMBLI38-357";"";"";""
"snap-caps-snap-cap-38sp-357-evo-blister-x-6";"Snap Caps SNAP CAP 38SP / 357 EVO BLISTER X 6";"Municiones y Snap Caps";"";"";"";"";"";"";"52762.05";"";"1";"15";"10";"30";"5";"TN OMBLI38-357E";"";"SI";"NO";"SNAP CAP 38SP / 357 EVO BLISTER X 6";"snap-caps";"Snap Caps SNAP CAP 38SP / 357 EVO BLISTER X 6 | JGO Armeria";"SNAP CAP 38SP / 357 EVO BLISTER X 6";"Snap Caps";"SI";"TN OMBLI38-357E";"";"";""
"snap-caps-snap-cap-44mag-blister-x-6";"Snap Caps SNAP CAP 44MAG. BLISTER X 6";"Municiones y Snap Caps";"";"";"";"";"";"";"49985.1";"";"1";"15";"10";"30";"5";"TN OMBLI44M";"";"SI";"NO";"SNAP CAP 44MAG. BLISTER X 6";"snap-caps";"Snap Caps SNAP CAP 44MAG. BLISTER X 6 | JGO Armeria";"SNAP CAP 44MAG. BLISTER X 6";"Snap Caps";"SI";"TN OMBLI44M";"";"";""
"snap-caps-snap-cap-9mm-blister-x-5";"Snap Caps SNAP CAP 9mm BLISTER X 5";"Municiones y Snap Caps";"";"";"";"";"";"";"44472.04";"";"1";"15";"10";"30";"5";"TN OMBLI9PB";"";"SI";"NO";"SNAP CAP 9mm BLISTER X 5";"snap-caps";"Snap Caps SNAP CAP 9mm BLISTER X 5 | JGO Armeria";"SNAP CAP 9mm BLISTER X 5";"Snap Caps";"SI";"TN OMBLI9PB";"";"";""
"snap-caps-snap-cap-9mm-3-kit-de-limpieza-bliste";"Snap Caps SNAP CAP 9mm(3) + KIT DE LIMPIEZA BLISTER";"Municiones y Snap Caps";"";"";"";"";"";"";"52557.86";"";"1";"15";"10";"30";"5";"TN OMCLEAN9PB";"";"SI";"NO";"SNAP CAP 9mm(3) + KIT DE LIMPIEZA BLISTER";"snap-caps";"Snap Caps SNAP CAP 9mm(3) + KIT DE LIMPIEZA BLISTER | JGO Armeria";"SNAP CAP 9mm(3) + KIT DE LIMPIEZA BLISTER";"Snap Caps";"SI";"TN OMCLEAN9PB";"";"";""
"snap-caps-speed-loader-9mm-cargador-nacional-ita";"Snap Caps SPEED LOADER 9mm CARGADOR NACIONAL / ITALIANO";"Municiones y Snap Caps";"";"";"";"";"";"";"8085.83";"";"1";"15";"10";"30";"5";"TN SPEEDLO";"";"SI";"NO";"SPEED LOADER 9mm CARGADOR NACIONAL / ITALIANO";"snap-caps";"Snap Caps SPEED LOADER 9mm CARGADOR NACIONAL / ITALIANO | JGO Armeria";"SPEED LOADER 9mm CARGADOR NACIONAL / ITALIANO";"Snap Caps";"SI";"TN SPEEDLO";"";"";""
"earmor-f101-stealth";"Earmor F101 ""Stealth""";"Proteccion Auditiva";"";"";"";"";"";"";"124472.7";"";"1";"15";"10";"30";"5";"EA-F101-TAN";"";"SI";"NO";"F101 ""Stealth""";"earmor";"Earmor F101 ""Stealth"" | JGO Armeria";"F101 ""Stealth""";"Earmor";"SI";"EA-F101-TAN";"";"";""
"earmor-f101-stealth-luz-de-supervivencia-mu";"Earmor F101 ""Stealth"" - LUZ DE SUPERVIVENCIA MULTIFUNCION PARA CASCO TÁCTICO VISIBLE HASTA 3 MILLAS 4 MODOS DE ILUMIN...";"Proteccion Auditiva";"";"";"";"";"";"";"124472.7";"";"1";"15";"10";"30";"5";"EA-F101-BK";"";"SI";"NO";"F101 ""Stealth"" - LUZ DE SUPERVIVENCIA MULTIFUNCION PARA CASCO TÁCTICO VISIBLE HASTA 3 MILLAS 4 MODOS DE ILUMINACION VERD";"earmor";"Earmor F101 ""Stealth"" - LUZ DE SUPERVIVENCIA MULTIFUNCION PARA CASCO TÁCTICO VISIBLE HASTA 3 MILLAS 4 MODOS DE ILUMIN... | JGO Armeria";"F101 ""Stealth"" - LUZ DE SUPERVIVENCIA MULTIFUNCION PARA CASCO TÁCTICO VISIBLE HASTA 3 MILLAS 4 MODOS DE ILUMINACION VERD";"Earmor";"SI";"EA-F101-BK";"";"";""
"earmor-g01-ab-policarbonato-de-alta-resistenc";"Earmor G01-AB - POLICARBONATO DE ALTA RESISTENCIA PROTECCION EU EN 166 - ANSI Z87.1.1T PROTECCION UV INCLUYE INSERTO ...";"Proteccion Auditiva";"";"";"";"";"";"";"44104.5";"";"1";"15";"10";"30";"5";"EA-G01-AB";"";"SI";"NO";"G01-AB - POLICARBONATO DE ALTA RESISTENCIA PROTECCION EU EN 166 - ANSI Z87.1.1T PROTECCION UV INCLUYE INSERTO PARA ANTEO";"earmor";"Earmor G01-AB - POLICARBONATO DE ALTA RESISTENCIA PROTECCION EU EN 166 - ANSI Z87.1.1T PROTECCION UV INCLUYE INSERTO ... | JGO Armeria";"G01-AB - POLICARBONATO DE ALTA RESISTENCIA PROTECCION EU EN 166 - ANSI Z87.1.1T PROTECCION UV INCLUYE INSERTO PARA ANTEO";"Earmor";"SI";"EA-G01-AB";"";"";""
"earmor-g01-cl-policarbonato-de-alta-resistenc";"Earmor G01-CL - POLICARBONATO DE ALTA RESISTENCIA PROTECCION EU EN 166 - ANSI Z87.1.1T PROTECCION UV INCLUYE INSERTO ...";"Proteccion Auditiva";"";"";"";"";"";"";"44104.5";"";"1";"15";"10";"30";"5";"EA-G01-CL";"";"SI";"NO";"G01-CL - POLICARBONATO DE ALTA RESISTENCIA PROTECCION EU EN 166 - ANSI Z87.1.1T PROTECCION UV INCLUYE INSERTO PARA ANTEO";"earmor";"Earmor G01-CL - POLICARBONATO DE ALTA RESISTENCIA PROTECCION EU EN 166 - ANSI Z87.1.1T PROTECCION UV INCLUYE INSERTO ... | JGO Armeria";"G01-CL - POLICARBONATO DE ALTA RESISTENCIA PROTECCION EU EN 166 - ANSI Z87.1.1T PROTECCION UV INCLUYE INSERTO PARA ANTEO";"Earmor";"SI";"EA-G01-CL";"";"";""
"earmor-g01-combination-lentes-ambar-clear";"Earmor G01-COMBINATION - LENTES AMBAR - CLEAR - SMOKE PROTECCION EU EN 166 - ANSI Z87.1.1T PROTECCION UV INCLUYE INSE...";"Proteccion Auditiva";"";"";"";"";"";"";"92292.75";"";"1";"15";"10";"30";"5";"EA-G01-COMBO";"";"SI";"NO";"G01-COMBINATION - LENTES AMBAR - CLEAR - SMOKE PROTECCION EU EN 166 - ANSI Z87.1.1T PROTECCION UV INCLUYE INSERTO PARA A";"earmor";"Earmor G01-COMBINATION - LENTES AMBAR - CLEAR - SMOKE PROTECCION EU EN 166 - ANSI Z87.1.1T PROTECCION UV INCLUYE INSE... | JGO Armeria";"G01-COMBINATION - LENTES AMBAR - CLEAR - SMOKE PROTECCION EU EN 166 - ANSI Z87.1.1T PROTECCION UV INCLUYE INSERTO PARA A";"Earmor";"SI";"EA-G01-COMBO";"";"";""
"earmor-g01-sg-policarbonato-de-alta-resistenc";"Earmor G01-SG - POLICARBONATO DE ALTA RESISTENCIA PROTECCION EU EN 166 - ANSI Z87.1.1T PROTECCION UV INCLUYE INSERTO ...";"Proteccion Auditiva";"";"";"";"";"";"";"44104.5";"";"1";"15";"10";"30";"5";"EA-G01-SG";"";"SI";"NO";"G01-SG - POLICARBONATO DE ALTA RESISTENCIA PROTECCION EU EN 166 - ANSI Z87.1.1T PROTECCION UV INCLUYE INSERTO PARA ANTEO";"earmor";"Earmor G01-SG - POLICARBONATO DE ALTA RESISTENCIA PROTECCION EU EN 166 - ANSI Z87.1.1T PROTECCION UV INCLUYE INSERTO ... | JGO Armeria";"G01-SG - POLICARBONATO DE ALTA RESISTENCIA PROTECCION EU EN 166 - ANSI Z87.1.1T PROTECCION UV INCLUYE INSERTO PARA ANTEO";"Earmor";"SI";"EA-G01-SG";"";"";""
"earmor-m11-kit-de-montaje-para-riel-arc-casco";"Earmor M11 - KIT DE MONTAJE PARA RIEL ARC CASCO TÁCTICO";"Proteccion Auditiva";"";"";"";"";"";"";"37407.15";"";"1";"15";"10";"30";"5";"EA-M11";"";"SI";"NO";"M11 - KIT DE MONTAJE PARA RIEL ARC CASCO TÁCTICO";"earmor";"Earmor M11 - KIT DE MONTAJE PARA RIEL ARC CASCO TÁCTICO | JGO Armeria";"M11 - KIT DE MONTAJE PARA RIEL ARC CASCO TÁCTICO";"Earmor";"SI";"EA-M11";"";"";""
"earmor-m12-kit-de-montaje-para-riel-exfil-cas";"Earmor M12 - KIT DE MONTAJE PARA RIEL EXFIL CASCO TÁCTICO";"Proteccion Auditiva";"";"";"";"";"";"";"37407.15";"";"1";"15";"10";"30";"5";"EA-M12";"";"SI";"NO";"M12 - KIT DE MONTAJE PARA RIEL EXFIL CASCO TÁCTICO";"earmor";"Earmor M12 - KIT DE MONTAJE PARA RIEL EXFIL CASCO TÁCTICO | JGO Armeria";"M12 - KIT DE MONTAJE PARA RIEL EXFIL CASCO TÁCTICO";"Earmor";"SI";"EA-M12";"";"";""
"earmor-m12-qd-kit-de-montaje-para-riel-exfil";"Earmor M12 QD - KIT DE MONTAJE PARA RIEL EXFIL CASCO TÁCTICO";"Proteccion Auditiva";"";"";"";"";"";"";"49821.75";"";"1";"15";"10";"30";"5";"EA-M12-QD";"";"SI";"NO";"M12 QD - KIT DE MONTAJE PARA RIEL EXFIL CASCO TÁCTICO";"earmor";"Earmor M12 QD - KIT DE MONTAJE PARA RIEL EXFIL CASCO TÁCTICO | JGO Armeria";"M12 QD - KIT DE MONTAJE PARA RIEL EXFIL CASCO TÁCTICO";"Earmor";"SI";"EA-M12-QD";"";"";""
